latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
27.583,-82.074,309.3,1.1,1.1,2021-02-19,1620,T,43,6.0NRT,293.6,6.3,D
26.669,-81.18,313.2,1.3,1.1,2021-02-19,1620,T,62,6.0NRT,296.2,9.3,D
22.983,-82.126,322.1,1.3,1.1,2021-02-19,1625,T,75,6.0NRT,297.1,18,D
22.684,-80.681,318.9,1.6,1.3,2021-02-19,1625,T,67,6.0NRT,299.8,18.7,D
21.094,-78.361,316,2.6,1.5,2021-02-19,1625,T,40,6.0NRT,295.4,25.8,D
18.519,-69.252,339.8,1.1,1,2021-02-19,1755,A,89,6.0NRT,302.1,36.7,D
18.518,-69.262,379.2,1.1,1,2021-02-19,1755,A,87,6.0NRT,301.8,152.7,D
18.327,-70.485,324.6,1.2,1.1,2021-02-19,1755,A,77,6.0NRT,305.7,14,D
18.528,-69.254,322.3,1.1,1,2021-02-19,1755,A,52,6.0NRT,299.7,12.6,D
18.527,-69.264,345.4,1.1,1,2021-02-19,1755,A,81,6.0NRT,296.7,48.5,D
18.514,-70.921,321.5,1.2,1.1,2021-02-19,1755,A,69,6.0NRT,306.6,10.9,D
18.868,-69.508,314.9,1.1,1,2021-02-19,1755,A,68,6.0NRT,297.7,9.5,D
18.865,-71.024,327.4,1.2,1.1,2021-02-19,1755,A,69,6.0NRT,303.9,22.8,D
18.931,-72.2,329.2,1.5,1.2,2021-02-19,1755,A,82,6.0NRT,307.2,27.1,D
19.562,-71.478,323.9,1.3,1.1,2021-02-19,1755,A,73,6.0NRT,308.4,11.5,D
32.915,-98.165,310.5,3,1.6,2021-02-19,1800,T,40,6.0NRT,276.4,67.7,D
31.451,-98.109,308.3,3.3,1.7,2021-02-19,1800,T,67,6.0NRT,277,67.6,D
31.443,-98.075,314.1,3.3,1.7,2021-02-19,1800,T,74,6.0NRT,276.6,92.6,D
32.427,-103.144,301.8,1.5,1.2,2021-02-19,1800,T,49,6.0NRT,286.6,6.3,D
32.416,-103.147,301.2,1.5,1.2,2021-02-19,1800,T,43,6.0NRT,286.5,5.6,D
33.415,-110.86,316.7,1.2,1.1,2021-02-19,1800,T,75,6.0NRT,291.4,16.9,D
31.814,-106.425,306.4,1.1,1,2021-02-19,1800,T,54,6.0NRT,288.5,4.8,D
30.831,-103.01,311.4,1.6,1.2,2021-02-19,1800,T,71,6.0NRT,282.9,26,D
30.828,-102.993,310.4,1.6,1.3,2021-02-19,1800,T,70,6.0NRT,282.6,25,D
30.131,-103.605,314.2,1.5,1.2,2021-02-19,1800,T,74,6.0NRT,282.4,27.5,D
30.129,-103.612,303.7,1.5,1.2,2021-02-19,1800,T,53,6.0NRT,282.2,12.7,D
30.126,-103.596,300.3,1.5,1.2,2021-02-19,1800,T,24,6.0NRT,281.9,9,D
26.103,-97.748,336.5,4.7,2,2021-02-19,1800,T,85,6.0NRT,287.5,353.1,D
26.092,-97.702,319,4.7,2,2021-02-19,1800,T,75,6.0NRT,285.7,159.1,D
26.086,-97.753,320,4.7,2,2021-02-19,1800,T,75,6.0NRT,285.2,164.5,D
26.094,-97.709,325.8,4.7,2,2021-02-19,1800,T,73,6.0NRT,286.1,224.9,D
26.087,-97.759,318,4.7,2,2021-02-19,1800,T,0,6.0NRT,285.2,156.7,D
25.481,-99.996,301.9,3.4,1.7,2021-02-19,1800,T,33,6.0NRT,290.3,23,D
22.952,-105.854,316.5,1.5,1.2,2021-02-19,1800,T,68,6.0NRT,303.4,10,D
19.801,-105.255,313.4,1.9,1.3,2021-02-19,1805,T,60,6.0NRT,300.2,12.7,D
17.837,-97.968,317.7,1.8,1.3,2021-02-19,1930,A,60,6.0NRT,302.5,15.7,D
17.834,-97.986,319.1,1.8,1.3,2021-02-19,1930,A,63,6.0NRT,302.3,18.1,D
